idx,id_1,font_1,c_1,r_1,id_2,font_2,c_2,r_2
00000633.png,261,47,63,1,208,4,25,46
00000634.png,36,25,14,0,101,43,49,53
00000635.png,91,24,48,4,296,31,7,62
00000636.png,302,9,8,12,390,14,63,60
00000637.png,419,13,7,7,82,35,60,61
00000638.png,206,28,64,17,233,13,9,55
00000639.png,496,40,55,1,406,35,8,64
00000640.png,468,49,11,11,247,40,64,47
00000641.png,478,45,60,3,298,24,24,40
00000642.png,485,13,2,13,327,10,57,53
00000643.png,93,15,12,12,237,9,58,54
00000644.png,74,34,16,6,417,46,63,42
00000645.png,42,4,6,7,352,8,63,40
00000646.png,124,36,4,0,347,30,53,56
00000647.png,394,10,48,17,76,30,9,64
00000648.png,122,0,30,3,95,35,63,56
00000649.png,363,9,60,10,44,49,20,58
00000650.png,427,49,44,6,241,45,10,51
00000651.png,404,15,63,26,336,48,17,64
00000652.png,388,4,17,2,51,43,57,55
00000653.png,466,32,47,13,94,12,8,57
00000654.png,10,44,57,22,489,42,13,58
00000655.png,415,30,10,23,379,7,60,62
00000656.png,496,5,60,16,243,33,5,63
00000657.png,169,30,11,12,115,2,52,61
00000658.png,443,3,52,22,207,31,0,59
00000659.png,150,6,3,22,156,31,43,59
00000660.png,369,47,57,4,387,45,14,48
00000661.png,147,13,62,13,139,33,8,49
00000662.png,198,9,12,14,316,41,49,55
00000663.png,343,42,60,6,455,24,3,44
00000664.png,483,33,47,14,344,3,3,59
00000665.png,77,30,3,10,483,3,51,54
00000666.png,190,34,47,2,457,9,7,59
00000667.png,45,48,27,2,141,6,63,64
00000668.png,202,16,48,28,318,41,3,62
00000669.png,434,11,28,12,467,28,61,51
00000670.png,116,27,56,23,339,31,17,64
00000671.png,60,40,6,17,99,16,47,51
00000672.png,465,26,50,8,262,34,11,54
00000673.png,324,3,54,6,307,45,9,55
00000674.png,55,7,63,6,480,5,21,55
00000675.png,10,22,57,24,462,0,7,59
00000676.png,16,42,24,12,214,7,60,62
00000677.png,338,9,52,26,239,30,14,64
00000678.png,128,26,64,16,397,26,12,64
00000679.png,296,36,1,24,417,44,57,63
00000680.png,104,15,8,2,105,30,41,62
00000681.png,286,20,37,16,472,4,0,56
00000682.png,481,40,55,30,49,30,15,63
00000683.png,490,41,6,17,204,49,43,56
00000684.png,334,37,49,20,474,37,2,61
00000685.png,453,20,20,8,136,14,57,43
00000686.png,119,11,54,1,363,29,9,52
00000687.png,57,15,18,8,236,40,64,48
00000688.png,301,34,61,3,192,47,27,50
00000689.png,107,37,52,3,278,28,6,36
00000690.png,409,2,45,20,182,11,0,56
00000691.png,258,37,2,7,250,18,47,64
00000692.png,284,40,57,6,146,15,3,51
00000693.png,213,25,58,4,261,17,1,41
00000694.png,362,17,63,5,491,11,23,58
00000695.png,413,49,2,10,232,10,43,52
00000696.png,89,1,16,24,466,47,63,59
00000697.png,459,21,63,3,62,35,10,48
00000698.png,413,23,9,11,353,13,64,55
00000699.png,78,15,34,19,24,3,0,58
00000700.png,144,29,49,4,81,13,0,37
00000701.png,389,3,8,2,69,5,50,45
00000702.png,122,44,64,13,37,48,16,63
00000703.png,443,26,58,2,392,22,4,56
00000704.png,484,10,5,2,326,17,58,48
00000705.png,174,40,46,11,382,12,7,57
00000706.png,435,31,59,11,130,6,7,57
00000707.png,442,43,5,5,433,21,56,55
00000708.png,26,37,59,1,198,16,3,46
00000709.png,179,24,20,7,171,30,53,53
00000710.png,93,34,64,1,147,37,19,44
00000711.png,280,6,61,4,454,45,24,38
00000712.png,168,20,8,12,215,43,46,52
00000713.png,332,31,6,8,22,43,53,63
00000714.png,440,5,24,5,284,48,61,60
00000715.png,40,31,10,22,353,27,52,59
00000716.png,444,19,52,22,86,31,0,55
00000717.png,498,2,48,10,412,18,8,57
00000718.png,235,26,49,2,301,2,3,62
00000719.png,32,36,60,1,64,0,9,41
00000720.png,204,13,64,9,87,36,23,57
00000721.png,471,22,62,23,343,12,28,58
00000722.png,142,3,46,11,339,19,2,45
00000723.png,263,9,8,13,138,5,51,47
00000724.png,224,48,12,8,324,30,46,61
00000725.png,415,0,46,11,40,46,3,52
00000726.png,357,36,61,9,310,4,26,47
00000727.png,467,44,47,14,91,40,8,64
00000728.png,276,14,40,8,118,22,3,45
00000729.png,296,30,63,6,50,45,26,39
00000730.png,367,13,58,5,387,28,14,46
00000731.png,302,5,12,0,305,27,46,41
00000732.png,139,22,43,22,342,29,7,56
00000733.png,29,30,50,7,488,39,10,49
00000734.png,336,3,52,4,224,11,16,42
00000735.png,127,25,11,9,112,14,61,48
00000736.png,227,41,23,3,106,10,58,50
00000737.png,122,43,59,3,234,47,9,41
00000738.png,363,41,61,1,78,37,9,48
00000739.png,159,6,58,11,54,38,14,54
00000740.png,383,49,4,2,278,29,47,64
00000741.png,481,15,43,17,301,20,0,56
00000742.png,240,0,53,18,292,22,11,51
00000743.png,217,40,64,2,55,16,24,61
00000744.png,258,33,6,14,164,15,63,59
00000745.png,486,46,4,22,497,37,60,61
00000746.png,196,26,6,14,136,9,45,49
00000747.png,86,3,13,24,76,15,49,64
00000748.png,344,35,5,19,306,9,39,55
00000749.png,230,27,16,17,428,28,50,61
00000750.png,471,27,54,1,428,1,3,40
00000751.png,80,25,8,24,328,24,59,63
00000752.png,349,39,25,4,1,36,62,48
00000753.png,5,2,19,4,85,44,64,53
00000754.png,405,42,54,0,130,49,7,43
00000755.png,211,17,43,12,356,22,0,50
00000756.png,96,40,2,5,23,41,55,60
00000757.png,72,3,62,10,241,7,16,61
00000758.png,365,8,58,12,227,25,12,63
00000759.png,115,2,52,4,70,39,12,45
00000760.png,372,45,63,15,71,21,8,54
00000761.png,252,38,14,14,320,2,59,55
00000762.png,446,6,51,3,84,37,7,42
00000763.png,373,27,59,5,215,15,12,57
00000764.png,83,38,3,0,307,20,45,60
00000765.png,223,23,39,10,460,23,4,45
00000766.png,200,2,13,11,193,49,60,53
00000767.png,421,16,4,2,402,23,61,51
00000768.png,311,42,41,13,11,33,4,63
00000769.png,417,13,63,7,152,43,15,49
00000770.png,369,49,1,13,434,35,53,47
00000771.png,120,36,61,13,472,48,2,57
00000772.png,411,6,56,1,267,9,12,49
00000773.png,74,40,49,8,117,49,10,44
00000774.png,336,18,59,0,370,47,5,58
00000775.png,247,26,59,21,133,30,2,61
00000776.png,465,45,62,6,266,8,15,43
00000777.png,462,26,46,4,33,21,11,54
00000778.png,210,15,14,4,320,16,54,41
00000779.png,112,42,3,9,76,41,52,59
00000780.png,295,45,55,14,218,23,11,52
00000781.png,56,15,50,14,2,10,11,60
00000782.png,136,33,48,3,302,34,10,36
00000783.png,242,37,27,6,437,40,62,43
00000784.png,21,0,0,7,208,3,40,40
00000785.png,340,34,30,20,296,15,63,57
00000786.png,151,11,54,15,277,19,20,57
00000787.png,456,24,5,0,168,16,38,35
00000788.png,113,24,49,3,97,20,6,48
00000789.png,33,18,57,11,385,23,23,49
00000790.png,281,47,9,2,451,47,63,40
00000791.png,411,26,45,24,179,14,12,58
00000792.png,55,31,21,15,452,7,55,56
00000793.png,213,36,15,1,334,27,57,60
00000794.png,437,1,59,1,377,48,17,37
00000795.png,377,25,62,5,237,22,21,54
00000796.png,107,24,4,0,29,39,42,39
00000797.png,65,10,58,0,409,25,12,45
00000798.png,40,46,17,8,387,1,55,51
00000799.png,62,11,39,0,213,43,3,42
00000800.png,99,31,42,21,217,22,0,64
00000801.png,76,39,4,1,186,48,44,39
00000802.png,316,38,9,1,117,36,50,62
00000803.png,200,16,47,11,493,48,8,46
00000804.png,499,29,3,6,240,31,38,48
00000805.png,386,10,12,0,75,24,63,60
00000806.png,49,38,60,10,182,11,0,52
00000807.png,110,15,25,7,138,21,60,58
00000808.png,380,45,21,12,257,48,59,55
00000809.png,141,37,55,23,249,7,21,61
00000810.png,175,3,4,4,226,44,39,46
00000811.png,410,21,5,4,306,4,41,39
00000812.png,188,35,64,27,25,6,26,60
00000813.png,66,33,23,13,54,27,63,59
00000814.png,283,27,17,8,29,13,60,56
00000815.png,27,2,42,18,198,34,6,60
00000816.png,88,29,63,3,409,14,22,57
00000817.png,290,13,39,1,122,29,3,37
00000818.png,413,30,64,3,141,19,12,48
00000819.png,173,0,22,11,322,27,57,60
00000820.png,121,9,55,8,4,16,5,53
00000821.png,28,11,63,10,102,1,20,57
00000822.png,279,49,1,10,106,40,38,45
00000823.png,426,9,6,28,138,43,39,61
00000824.png,71,11,19,5,450,43,54,60
00000825.png,117,33,41,10,397,31,2,50
00000826.png,406,26,27,18,465,19,64,62
00000827.png,211,13,20,26,115,29,64,61
00000828.png,464,6,17,10,294,32,51,45
00000829.png,199,33,0,7,60,5,46,58
00000830.png,430,25,63,14,136,32,22,57
00000831.png,275,37,51,3,379,47,4,54
00000832.png,229,18,5,12,310,4,40,45
00000833.png,166,1,40,12,79,49,6,54
00000834.png,35,46,0,1,95,0,58,58
00000835.png,462,12,4,11,72,18,56,47
00000836.png,356,7,62,10,369,1,19,59
00000837.png,19,26,61,2,237,43,16,46
00000838.png,233,17,3,6,375,12,54,58
00000839.png,214,6,55,11,495,29,11,58
00000840.png,55,26,15,0,370,8,57,40
00000841.png,482,49,7,12,160,14,63,54
00000842.png,25,41,63,21,424,27,2,56
00000843.png,409,46,62,0,159,26,12,36
00000844.png,234,38,63,20,20,39,25,58
00000845.png,226,35,62,4,153,48,4,62
00000846.png,408,31,43,13,155,11,4,60
00000847.png,422,31,2,22,179,13,50,64
00000848.png,222,32,17,2,226,29,60,55
00000849.png,19,16,16,7,115,3,62,50
00000850.png,208,26,58,7,452,0,21,63
00000851.png,410,23,2,24,208,18,61,63
00000852.png,298,11,56,7,431,13,10,58
00000853.png,195,2,11,5,293,12,53,64
00000854.png,92,14,1,1,478,45,58,36
00000855.png,95,44,8,10,273,17,52,63
00000856.png,183,18,10,0,370,30,49,64
00000857.png,340,23,58,4,273,15,18,53
00000858.png,279,24,25,23,14,35,59,60
00000859.png,484,27,7,21,431,16,61,57
00000860.png,284,24,10,12,32,26,59,60
00000861.png,405,39,41,1,395,39,1,36
00000862.png,358,35,50,3,399,19,15,57
00000863.png,395,35,11,3,307,12,46,51
00000864.png,42,24,27,19,47,6,63,62
00000865.png,253,8,11,13,236,36,61,63
00000866.png,309,49,60,22,171,43,15,57
00000867.png,429,38,4,2,46,48,53,58
00000868.png,65,3,63,21,207,35,18,61
00000869.png,488,21,5,9,38,3,58,45
00000870.png,341,29,25,16,385,13,64,59
00000871.png,375,19,12,9,184,8,49,46
00000872.png,177,7,0,15,446,11,57,56
00000873.png,455,35,47,17,172,34,4,53
00000874.png,1,40,62,1,254,0,0,45
00000875.png,98,36,53,20,221,27,14,61
00000876.png,25,14,45,21,18,18,12,63
00000877.png,432,11,64,17,129,47,14,64
00000878.png,92,3,56,6,17,14,20,60
00000879.png,393,45,8,2,407,13,46,37
00000880.png,378,5,54,9,401,4,14,51
00000881.png,317,26,0,7,325,1,59,44
00000882.png,184,39,60,11,276,48,3,54
00000883.png,282,44,45,16,158,42,6,57
00000884.png,232,41,9,30,496,35,55,64
00000885.png,291,39,62,15,262,26,2,52
00000886.png,331,15,25,14,440,16,63,64
00000887.png,245,15,59,10,450,28,14,61
00000888.png,197,33,58,1,333,12,12,34
00000889.png,2,48,64,1,221,14,28,35
00000890.png,412,29,51,2,29,24,11,63
00000891.png,400,15,18,9,170,1,52,64
00000892.png,492,1,41,0,129,21,7,34
00000893.png,452,16,1,4,415,22,48,39
00000894.png,440,23,53,1,116,45,4,47
00000895.png,139,39,50,1,460,26,0,35
00000896.png,212,37,49,18,311,45,2,63
00000897.png,326,19,49,7,188,8,6,63
00000898.png,9,25,14,4,27,38,57,39
00000899.png,45,8,2,20,387,36,36,63
00000900.png,327,25,15,6,53,35,57,46
00000901.png,333,17,21,4,56,46,55,44
00000902.png,411,38,8,16,277,2,58,62
00000903.png,171,30,59,4,153,28,26,44
00000904.png,169,30,4,11,466,44,47,53
00000905.png,474,6,4,13,434,35,59,52
00000906.png,36,44,41,26,356,9,3,62
00000907.png,73,38,16,1,368,33,60,45
00000908.png,376,26,44,2,190,4,8,56
00000909.png,218,13,56,18,379,23,22,61
00000910.png,27,9,60,12,206,1,24,45
00000911.png,79,34,23,4,328,41,60,60
00000912.png,182,7,2,13,405,23,41,53
00000913.png,231,7,18,11,336,30,57,46
00000914.png,388,43,40,2,379,48,3,48
00000915.png,470,18,13,2,420,1,60,53
00000916.png,22,16,3,17,249,27,51,52
00000917.png,341,15,8,13,139,37,45,54
00000918.png,436,20,10,22,460,43,48,61
00000919.png,380,5,54,26,353,48,2,64
00000920.png,72,25,18,9,478,27,57,49
00000921.png,409,19,44,0,167,20,7,49
00000922.png,211,35,1,0,246,38,44,43
00000923.png,107,45,10,6,218,25,49,40
00000924.png,0,10,48,14,151,44,2,61
00000925.png,11,23,58,0,186,47,25,52
00000926.png,433,22,59,6,275,2,15,45
00000927.png,480,33,38,28,468,5,4,63
00000928.png,196,9,54,23,115,6,11,56
00000929.png,211,20,64,20,216,47,19,53
00000930.png,393,40,48,1,92,41,5,57
00000931.png,53,42,56,6,328,31,17,44
00000932.png,433,46,58,8,121,35,25,45
00000933.png,290,17,9,5,322,7,50,47
00000934.png,106,22,64,10,428,44,14,56
00000935.png,108,44,61,9,310,39,27,54
00000936.png,186,2,6,2,177,16,53,41
00000937.png,284,1,10,5,410,42,51,50
00000938.png,300,17,2,12,44,36,36,60
00000939.png,239,48,16,19,460,16,59,57
00000940.png,388,7,13,0,81,40,57,60
00000941.png,267,17,44,13,254,8,0,58
00000942.png,422,9,4,3,456,43,58,41
00000943.png,244,46,43,4,44,45,3,62
00000944.png,85,10,3,18,64,33,62,56
00000945.png,260,46,23,9,93,5,64,52
00000946.png,270,0,15,18,418,25,61,60
00000947.png,412,4,8,11,427,32,62,54
00000948.png,391,4,11,7,221,43,63,45
00000949.png,306,23,58,27,485,7,18,63
00000950.png,286,4,18,6,249,41,52,44
00000951.png,256,16,3,12,230,33,39,60
00000952.png,79,34,0,25,74,7,42,63
00000953.png,382,17,2,3,479,2,40,51
00000954.png,140,28,2,7,12,3,52,47
00000955.png,137,3,45,4,390,14,11,51
00000956.png,72,13,61,8,143,25,9,61
00000957.png,410,33,6,8,57,24,47,47
00000958.png,99,48,19,25,476,21,55,58
00000959.png,176,19,15,24,454,13,48,60
00000960.png,163,22,58,6,179,10,5,57
00000961.png,17,34,58,3,460,33,9,54
00000962.png,299,41,19,16,182,14,63,60
00000963.png,70,21,16,1,415,28,49,54
00000964.png,32,24,12,14,156,7,61,57
00000965.png,445,44,61,2,62,18,10,36
00000966.png,442,30,14,10,495,8,50,51
00000967.png,56,47,44,17,114,32,2,53
00000968.png,158,30,41,1,493,42,3,58
00000969.png,392,37,59,15,449,37,16,58
00000970.png,432,45,9,11,274,23,42,45
00000971.png,429,19,61,0,164,28,23,61
00000972.png,358,28,64,14,47,27,22,62
00000973.png,402,20,6,23,28,45,45,59
00000974.png,222,37,16,1,463,37,50,58
00000975.png,108,42,23,4,5,18,60,54
00000976.png,387,0,10,1,204,20,45,48
00000977.png,480,17,56,0,411,37,12,63
00000978.png,416,37,39,1,285,42,4,49
00000979.png,200,11,21,22,353,23,60,57
00000980.png,314,45,37,8,301,46,2,54
00000981.png,7,0,23,10,123,45,57,56
00000982.png,146,43,15,6,299,8,54,44
00000983.png,27,43,61,15,136,35,15,63
00000984.png,33,15,60,12,187,30,24,59
00000985.png,39,19,18,16,364,6,62,52
00000986.png,100,12,59,25,455,2,1,61
00000987.png,112,8,63,5,448,9,22,58
00000988.png,303,5,9,8,139,38,46,45
00000989.png,261,0,61,3,33,23,14,53
00000990.png,152,14,50,3,204,24,10,51
00000991.png,86,39,63,8,432,0,19,59
00000992.png,257,3,4,21,320,46,54,60
00000993.png,182,31,1,13,453,12,56,50
00000994.png,20,49,64,8,435,9,26,58
00000995.png,94,11,24,13,219,20,59,63
00000996.png,360,36,16,18,161,49,64,63
00000997.png,450,5,21,5,462,8,59,56
00000998.png,100,0,53,12,48,9,6,60
00000999.png,390,5,18,23,122,39,58,61
00001000.png,404,31,6,27,428,47,52,61
00001001.png,446,33,58,23,428,2,11,63
00001002.png,285,5,9,2,397,21,44,58
00001003.png,54,4,15,9,50,32,56,47
00001004.png,176,11,15,24,261,42,50,61
00001005.png,344,38,4,20,371,20,57,55
00001006.png,168,23,4,2,386,41,54,54
00001007.png,401,12,20,15,365,18,62,58
00001008.png,108,26,12,1,59,5,63,64
00001009.png,235,9,63,10,182,0,22,46
00001010.png,220,17,12,22,167,2,50,57
00001011.png,498,24,5,15,285,19,63,57
00001012.png,143,46,2,11,474,39,46,59
00001013.png,346,25,8,0,475,46,57,51
00001014.png,353,5,14,3,211,15,55,41
00001015.png,26,23,15,14,189,2,50,57
00001016.png,474,10,54,21,68,39,10,64
00001017.png,444,18,3,5,478,30,59,39
00001018.png,266,27,59,2,434,43,22,46
00001019.png,93,30,5,1,441,35,43,52
00001020.png,70,36,2,17,374,49,46,54
00001021.png,44,43,46,7,257,24,0,64
00001022.png,210,32,21,6,156,33,57,41
00001023.png,14,46,0,8,445,48,60,51
00001024.png,125,17,8,22,310,0,59,61
00001025.png,412,38,26,2,295,38,62,61
00001026.png,340,33,24,8,416,21,57,46
00001027.png,147,3,1,25,200,28,41,59
00001028.png,184,13,18,7,170,33,61,47
00001029.png,464,46,16,8,38,37,61,53
00001030.png,467,29,43,4,293,7,4,64
00001031.png,485,46,25,10,434,36,61,44
00001032.png,17,24,47,10,484,24,6,53
00001033.png,355,38,37,4,138,9,2,38
00001034.png,323,34,55,1,233,34,2,45
00001035.png,189,25,47,13,351,42,4,52
00001036.png,220,19,43,4,29,22,2,42
00001037.png,105,49,7,20,89,9,51,56
00001038.png,463,13,62,4,166,43,25,63
00001039.png,8,15,7,20,361,0,46,53
00001040.png,191,43,50,14,21,44,12,64
00001041.png,16,43,58,6,345,49,18,63
00001042.png,85,30,20,2,228,1,53,64
00001043.png,425,34,62,10,385,9,4,50
00001044.png,164,26,23,17,209,46,64,53
00001045.png,8,44,21,25,313,44,59,59
00001046.png,211,10,3,4,443,2,57,52
00001047.png,320,18,5,16,344,13,52,62
00001048.png,366,6,16,7,200,4,57,50
00001049.png,368,19,57,21,260,42,15,60
00001050.png,201,1,10,25,409,30,49,60
00001051.png,137,0,20,5,201,45,59,50
00001052.png,384,32,18,25,334,21,56,63
00001053.png,424,30,61,5,148,44,2,40
00001054.png,255,14,3,1,304,11,50,46
00001055.png,159,46,9,10,280,29,55,50
00001056.png,24,30,63,24,335,44,15,64
00001057.png,117,36,9,10,263,41,42,49
00001058.png,391,4,54,23,363,31,19,61
00001059.png,392,22,52,2,96,0,18,61
00001060.png,488,6,22,18,78,22,62,51
00001061.png,362,6,4,23,91,36,58,58
00001062.png,179,14,57,6,206,7,1,47
00001063.png,161,43,57,25,30,19,14,61
00001064.png,176,8,13,2,302,13,54,37
00001065.png,144,37,19,10,228,39,60,61
00001066.png,356,6,11,0,8,9,63,59
00001067.png,293,12,54,20,136,38,14,54
00001068.png,243,44,16,5,137,0,60,53
00001069.png,232,41,5,9,247,1,56,44
00001070.png,341,30,2,6,22,17,49,42
00001071.png,97,33,2,18,223,37,46,64
00001072.png,183,14,10,7,54,16,49,48
00001073.png,165,23,3,2,406,39,40,56
00001074.png,484,40,25,0,255,48,63,55
00001075.png,246,8,46,2,135,9,7,57
00001076.png,188,26,6,16,225,9,62,63
00001077.png,371,21,18,26,137,24,51,64
00001078.png,287,15,40,10,197,11,4,48
00001079.png,304,30,54,19,342,47,10,59
00001080.png,138,7,64,6,277,2,26,52
00001081.png,288,35,1,0,250,17,37,58
00001082.png,81,8,41,15,398,13,6,55
00001083.png,395,36,14,28,12,25,63,61
00001084.png,314,9,6,17,327,12,44,54
00001085.png,104,11,2,0,389,8,55,46
00001086.png,158,14,52,3,106,38,12,52
00001087.png,393,43,63,23,127,14,19,57
00001088.png,239,7,7,7,190,26,57,55
00001089.png,251,48,6,19,248,46,48,60
00001090.png,25,15,21,6,133,46,56,45
00001091.png,119,1,7,18,209,41,60,55
00001092.png,258,8,50,8,80,33,6,61
00001093.png,347,49,56,25,330,33,6,64
00001094.png,482,34,1,2,377,21,49,58
00001095.png,110,15,7,4,468,38,43,52
00001096.png,116,32,8,3,397,30,51,44
00001097.png,394,19,0,1,478,11,64,41
00001098.png,314,1,63,20,43,15,27,54
00001099.png,472,13,60,18,480,32,21,57
00001100.png,224,10,49,19,400,9,12,63
00001101.png,188,31,6,0,162,20,44,39
00001102.png,254,32,61,15,494,21,2,51
00001103.png,307,0,9,16,463,29,54,49
00001104.png,172,7,49,5,186,40,16,56
00001105.png,203,3,25,21,180,14,61,63
00001106.png,318,37,47,14,402,47,9,56
00001107.png,105,26,19,14,266,2,53,53
00001108.png,446,46,53,6,145,31,10,62
00001109.png,385,6,24,15,10,9,58,61
00001110.png,77,18,49,18,415,21,4,62
00001111.png,465,19,63,22,460,1,15,57
00001112.png,143,49,0,22,214,14,50,58
00001113.png,81,34,1,4,413,20,62,37
00001114.png,262,37,9,4,406,6,45,55
00001115.png,463,45,10,17,82,30,64,53
00001116.png,486,40,5,11,389,6,41,50
00001117.png,44,43,35,16,263,42,0,60
00001118.png,176,29,58,28,493,1,3,61
00001119.png,186,2,3,3,320,11,51,44
00001120.png,23,5,57,12,9,6,4,63
00001121.png,370,4,16,19,281,3,53,62
00001122.png,43,45,11,19,341,24,63,56
00001123.png,116,9,11,14,265,23,45,51
00001124.png,241,30,2,8,154,45,45,47
00001125.png,374,19,16,6,166,7,64,64
00001126.png,66,40,22,23,36,5,57,63
00001127.png,232,0,55,1,14,10,21,36
00001128.png,69,30,48,3,85,9,6,37
00001129.png,302,40,61,3,467,16,19,63
00001130.png,270,38,46,8,177,37,3,60
00001131.png,185,11,52,9,173,39,2,54
00001132.png,425,49,14,14,60,1,61,64
00001133.png,273,7,2,8,73,42,46,49
00001134.png,494,0,47,20,208,18,1,59
00001135.png,69,11,16,16,153,27,52,53
00001136.png,185,23,56,4,367,3,19,43
00001137.png,251,31,49,16,318,28,2,61
00001138.png,44,44,11,25,36,35,63,61
00001139.png,112,22,63,7,174,11,0,59
00001140.png,161,12,21,16,221,38,59,56
00001141.png,220,47,2,3,29,40,39,41
00001142.png,281,47,50,21,277,15,4,62
00001143.png,252,10,18,1,183,44,55,64
00001144.png,14,49,49,15,225,44,15,50
00001145.png,182,44,13,8,389,33,60,58
00001146.png,216,15,61,8,252,0,22,49
00001147.png,309,17,3,11,162,20,47,58
00001148.png,261,29,40,7,104,41,4,41
00001149.png,212,45,54,4,143,22,0,47
00001150.png,444,32,52,20,479,28,4,62
00001151.png,230,16,53,6,102,11,8,49
00001152.png,221,43,36,12,117,29,0,48
00001153.png,301,27,4,6,430,38,38,45
00001154.png,353,42,61,5,448,25,3,43
00001155.png,32,43,6,3,370,22,62,44
00001156.png,41,13,53,7,137,18,1,62
00001157.png,399,11,6,16,391,18,43,56
00001158.png,415,31,61,10,425,31,1,61
00001159.png,381,0,1,8,82,37,34,46
00001160.png,442,1,15,3,204,35,62,62
00001161.png,412,21,47,10,80,3,3,52
00001162.png,112,10,3,6,69,48,37,48
00001163.png,298,43,5,4,280,37,57,47
00001164.png,289,7,27,5,52,44,64,63
00001165.png,47,4,6,17,129,16,58,58
00001166.png,194,32,4,2,153,6,48,62
00001167.png,214,12,64,15,454,15,23,58
00001168.png,126,24,8,2,327,11,62,61
00001169.png,146,18,37,19,175,17,2,55
00001170.png,204,40,10,15,448,11,63,48
00001171.png,358,15,63,1,395,29,7,49
00001172.png,376,3,6,9,441,42,60,56
00001173.png,141,26,6,15,12,25,51,50
00001174.png,250,7,4,3,158,20,50,38
00001175.png,94,9,10,5,351,11,63,49
00001176.png,0,40,2,5,204,41,37,59
00001177.png,438,46,54,11,314,16,16,64
00001178.png,338,26,10,3,249,21,62,47
00001179.png,235,6,56,15,198,48,13,56
00001180.png,92,18,6,13,482,10,40,48
